°íÀ¯¹øÈ£,¾ğ¾î,»óÈ£¸í,ÄÜÅÙÃ÷URL,ÁÖ¼Ò,½ÅÁÖ¼Ò,ÀüÈ­¹øÈ£,À¥»çÀÌÆ®,¿î¿µ½Ã°£,±³ÅëÁ¤º¸,È¨ÆäÀÌÁö ¾ğ¾î,´ëÇ¥¸Ş´º
25651,zh-CN,?ú­ãá(Sushi Kaisin),https://chinese.visitseoul.net/restaurants/?ú­ãáSushi-Kaisin/CNP025621?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP025621,135-952 âÏ?Ë°Ñõ??ÓÁÔ×57-3 ,"06071 âÏ?Ë°Ñõ??ß£ÓŞÖØ100Ê¶12 (?ÓÁÔ×, éÒ××ÓŞ?2?) ",-10290,https://www.facebook.com/SushiKaisin,18:00~ 22:00 (ĞÆËß?ô¸??ï×???),"ò¢?7?? ?ÓÁó× 11?õóÏ¢,  645m","??,ìí?",÷å?ìíãÒÖù×â
24908,en,"Sonmat Gimbap	",https://english.visitseoul.net/restaurants/Sonmat-Gimbap/ENP024905?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP024905," 10-3 Tongin-dong, Jongno-gu, Seoul ","03036 18 Jahamun-ro 15-gil, Jongno-gu, Seoul ",-9031,,07:00~18:00,"Subway Line 3  Gyeongbokgung Station  Exit 2,  600m ",KOR,
7089,en,Burimjeong Sutbulgalbi,https://english.visitseoul.net/restaurants/Burimjeong-Sutbulgalbi2/ENP007088?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP007088,"05082 Jayang 4-dong, Gwangjin-gu, Seoul 52-2","05082 476-7, Ttukseom-ro, Gwangjin-gu, Seoul ",-5838,,10:00 - 22:00 (KST),"Subway  Line 7 Jayang Station  Exit 1,  764m",,Spareribs
7031,zh-TW,Florian,https://tchinese.visitseoul.net/restaurants/Florian-TC/TCP007029?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP007029,05718 âÏì³÷åÜ¬ã¼áæ÷çÏ¡Ê¦Õ¥ÜâÔ× 80,05718 âÏì³ã¼áæ÷çÏ¡áæ÷çÓŞÖØ28Ê¶27 ,-1571,,11:00~22::00 KST,"ò¢ôÑ 3/8ûÜàÊ  Ê¦äÅã¼íŞó×  4ûÜõóÏ¢ ,  326m",,
2549,zh-TW,äÅÜı×¼?äåÒú÷ÏáÀ? (íÙãøïÁ) ,https://tchinese.visitseoul.net/restaurants/äÅÜı×¼?äåÒú÷ÏáÀ?-íÙãøïÁ/TCP002505?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP002505,  ,05549 âÏì³ã¼?÷çÏ¡çüĞÖÖØ131 ,-7100,,11:30~22:00 (15:00~17:00 çíıÌãÁÊà) ,"ò¢ôÑ2ûÜàÊ ?÷çÔ¤Ï¢ó× 2ûÜõóÏ¢,  256m",,
3709,zh-TW,ïÔ(Niwa),https://tchinese.visitseoul.net/restaurants/ïÔNiwa-TC/TCP003707?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003707,140-906 âÏì³÷åÜ¬ã¼×£ß£Ï¡ì£õ½Ô×301-153 301-153,04423 âÏì³ã¼éÌß£Ï¡ì£õ½ÖØ75Ê¶16-5 1,-1627,,17:00 ~ 24:00 (KST),"ò¢ôÑ4ûÜàÊ / ÌÈëùñéäçàÊ  ì£õ½ó× 3-1ûÜõóÏ¢,   206m",,
4876,zh-TW,ß£ÜâáøŞÉ,https://tchinese.visitseoul.net/restaurants/ß£ÜâáøŞÉYamamoto-Sushi/TCP004876?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004876,  93-12,06294 âÏì³Ë°ÑõÏ¡?ñ¶ÖØ30Ê¶26ûÜ ,-2209,,11:30 ~ 15:00 / 17:30 ~ 21:00 (KST),"ò¢ôÑ3ûÜàÊ/â©ìÒİÎÓĞàÊ  Ô³ÍÛó×  4ûÜõóÏ¢,  587m",,
10579,ja,Budha's Belly,https://japanese.visitseoul.net/restaurants/Budhas-Belly-jp/JPP010577?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP010577,140-861 «½«¦«ëã¼×£ß£?×Ş÷ÁêÂÔ×457-1 ,04345 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Î«Ã«µ«Ô«ç«ó«Ç«í40«®«ë48 (×Ş÷ÁêÂÔ×),-4339,https://app.catchtable.co.kr/ct/shop/buddhasbelly,"ìíèøìí-ÙÊèøìí 11:30-15:00, 16:30-22:00 ÑÑèøìí-÷Ïèøìí 11:30-15:00, 16:30-22:30 ","ò¢ù»?6?àÊ¡¸«Î«¯«µ«Ô«ç«ó(«è«ó«µ«ó??)¡¹? 2ÛãõóÏ¢,  248m",,«¿«¤Öù×â
13363,en,Albaizyn,https://english.visitseoul.net/restaurants/Albaizyn-EN/ENP013359?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP013359,"03076 74-6, Hyehwa-dong, Jongno-gu, Seoul ","03076 18, Hyehwa-ro, Jongno-gu, Seoul ",-6502,http://cy.cyworld.com/home/37921113,17:00 - 21:00 (KST),"Subway Line 4, Hyehwa Station, Exit 4  ",KOR,
6880,ko,ÀÎ»çµ¿ »Í´Ù¹æ,https://korean.visitseoul.net/restaurants/ÀÎ»çµ¿-»Í´Ù¹æ/KOP006880?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006880,110-300 ¼­¿ï Á¾·Î±¸ °üÈÆµ¿ 2-2 ,03148 ¼­¿ï Á¾·Î±¸ ÀÎ»çµ¿±æ 30-10 ,02-737-5019 ,,¸ÅÀÏ 10:00 - 23:00,3È£¼± ¾È±¹¿ª 5¹ø Ãâ±¸,,ÀüÅë ÂşÁı
37789,zh-TW,The Bread Blue£¨ãæõ½õÅïÁ£©,https://tchinese.visitseoul.net/restaurants/The-Bread-Blue-ãæõ½õÅïÁ£©/TCP037781?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP037781,  ,04057 âÏì³Ø«øİÏ¡ãæõ½ÖØ12daÊ¶3 1×§,-2573,www.thebreadblue.com,Øßô¸ 12:00~19:30,"ò¢ôÑ 2ûÜàÊ ãæõ½ó× 8ûÜõóÏ¢,  350m",,ØıøĞÓ±?×¾?ù¡
11195,ja,Club NB2,https://japanese.visitseoul.net/restaurants/club-nb-jp/JPP011191?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP011191,04041 «½«¦«ëã¼Ø«øİ?à¤ÎéÔ× 362-4 «Û«ó«Ç(ûğÓŞ)NB1ïÁ,04041 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«ï«¦«µ«ó«í72 (à¤ÎéÔ×)«Û«ó«Ç(ûğÓŞ)NB1ïÁ,-9961,https://www.instagram.com/clubnb_official,ìí~ÙÊ 22:00~06:00¡¢ÑÑ~÷Ï 21:30~07:00 KST,"ò¢ù»?6?àÊ ¡¸ «µ«ó«¹(ß¾â©)¡¹? 2ÛãõóÏ¢,  341m",,
13161,zh-TW,çíı­ûõó± (Afternoon Tea),https://tchinese.visitseoul.net/restaurants/çíı­ûõó±-Afternoon-Tea2/TCP013161?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013161,  54-28,03767 âÏì³ã¼à¤ÓŞÚ¦Ï¡×Şü£Ò³í­ÓŞùÊÖØ34 2×§ ,-5999,,12:00 ~ 22:30 (KST),"ò¢ôÑ 2ûÜàÊ ×ŞÓŞó× 3ûÜõóÏ¢, å³175Ú· ",,à¤åÇÒşîöÚ¦ïÁ
30988,en,Sushi Hiroba (Samsung-dong Branch),https://english.visitseoul.net/restaurants/Sushi-Hiroba-Yeoksam-Branch/ENP030913?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP030913,  ,"06085 620, Samseong-ro, Gangnam-gu, Seoul ",-7384,,Mon-Fri 11:30 - 14:30 / 17:00 - 21:00 (KST) Sat-Sun 11:30 - 21:00 (KST),"Subway Line 9  Samseong Jungang Station  Exit 3,  165m",KOR,
8782,ko,¿øÇÒ¸Ó´Ïº»°¡ º»Á¡,https://korean.visitseoul.net/restaurants/¿øÇÒ¸Ó´Ïº»°¡/KOP008782?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008782,100-871 ¼­¿ï Áß±¸ È²ÇĞµ¿ 1685 ,"04573 ¼­¿ï Áß±¸ ³­°è·Î 201 (È²ÇĞµ¿, È²ÇĞµ¿ ¿øÇÒ¸Ó´Ïº¸½Ó »ç¿Á) ",02-2232-3232,http://www.bossam.co.kr ,¸ÅÀÏ 11:30~22:30 ,"ÁöÇÏÃ¶ 2/6È£¼± ½Å´ç¿ª 2¹ø Ãâ±¸,  641m",,"ÇÑµ· ¸Àº¸½Ó, ÇÑµ· ¸ğµÒº¸½Ó, ÇÑ¹ÙÅÁ ¼¼Æ®, ºÎµå·¯¿î Á·¹ß"
14038,ko,¼Ò°øÁ×Áı,https://korean.visitseoul.net/restaurants/¼Ò°øÁ×Áı-K/KOP014034?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014034,100-813 ¼­¿ï Áß±¸ ¼­¼Ò¹®µ¿ 14-2 ,04515 ¼­¿ï Áß±¸ ¼­¼Ò¹®·Î 139 ,0507-1419-6401,,ÆòÀÏ 08:00 ~ 20:00 ÁÖ¸» 08:00 ~ 15:00,"ÁöÇÏÃ¶ 1, 2È£¼± ½ÃÃ»¿ª 12¹ø Ãâ±¸,  25m",,
38804,ja,Cafe Highwaist«¤«¯«½«ó(ìÌà¼)ïÁ,https://japanese.visitseoul.net/restaurants/Cafe-Highwaist«¤«¯«½«óìÌà¼ïÁ/JPP038783?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP038783, «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«È«ËÔ×13 ,03133 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«È«ó«Õ«¡«à«ó«í11«À«®«ë18 («È«ËÔ×) ,,https://instagram.com/cafe_highwaist?utm_medium=copy_link,?ìí 09:00-22:00,"ò¢ù»?1/3/5?àÊ¡¸«Á«ç«ó«Î«µ«à«¬(ñ¤ÖØ3Ê¶)¡¹?  6ÛãõóÏ¢ ,  119m",,"«Ö«ì«Ã«É«¹«³?«ó 4,700«¦«©«ó «Æ«Ç«£«¹«³?«ó 5,300«¦«©«ó «Á«ç«³«ì?«È«Æ«Ç«£«¹«³?«ó 5,800«¦«©«ó «Ğ«¸«ë«Õ«§«¹«È«¯«ê?«à«Á?«º«¹«³?«ó 5,500«¦«©«ó ªËªóª¸ªó«±?«­ 8,000«¦«©«ó «Ó«¯«È«ê«¢«±?«­ 8,000«¦«©«ó «¸«å?«·?«ì«â«ó«±?«­ 8,300«¦«©«ó"
30070,en,The Halal Guys Gangnam Branch,https://english.visitseoul.net/restaurants/The-Halal-Guys-Gangnam-Branch/ENP029990?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP029990," 1309-8, Seocho-dong, Seocho-gu, Seoul ","06611 8, Gangnam-daero 69-gil, Seocho-gu, Seoul ",-2315,http://www.instagram.com/thehalalguyskorea/,Daily 11:00 - 22:00 (KST),"Subway Line  9 / Sinbundang Line  Sinnonhyeon Station  Exit 6,   254m ",,
31072,zh-TW,Kali ŞìÓÑïÁ,https://tchinese.visitseoul.net/restaurants/Kali-ŞìÓÑïÁ/TCP030983?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP030983,137-818 âÏì³ã¼ßúõ®Ï¡Û°ÛÎÔ×443-4 ÔÔü¤ÓŞù¿4×§ ,06692 âÏì³ã¼ßúõ®Ï¡Û°ÛÎô¹ÖØ21 (Û°ÛÎÔ×) ÔÔü¤ÓŞù¿4×§ ,-3356,,11:30 ~ 22:00 (KST),"ò¢ôÑ  2 / 4ûÜàÊ ŞìÓÑó× 11ûÜõóÏ¢,  35m",,
6195,en,Gabaejiin(Dosangongwon branch),https://english.visitseoul.net/restaurants/GabaejiinDosangongwon-branch-EN/ENP006193?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006193,"135-896 650-16, Sinsa-dong, Gangnam-gu, Seoul, Korea ","06021 14, Dosan-daero 45-gil, Gangnam-gu, Seoul, Korea (½Å»çµ¿) ",-6501,,10:00 - 23:00,Bundang Line Apgujeong Rodeo Exit 5  ,,coffee
28537,zh-CN,üçÓìÕÃ,https://chinese.visitseoul.net/restaurants/üçÓìÕÃ2/CNP028330?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP028330,  ,03789 à¤ÓŞ??æÅá¦ÖØ5Ê¶32 ,-3444,,12:00~02:00,"ò¢?2?? ãæõ½ó× 1?õóÏ¢,  170m",,
30936,zh-TW,Û¤ØëÍêå×,https://tchinese.visitseoul.net/restaurants/Û¤ØëÍêå×/TCP030871?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP030871,110-170 âÏì³ã¼ñ£ÖØÏ¡Ì±ò¤Ô×71 ,03145 âÏì³ã¼ñ£ÖØÏ¡éèïÙÏÑÖØ56 (Ì±ò¤Ô×) ,-2734,http://balwoo.or.kr/,çíóÉ ğ¯1íŞó­ ? 11:30 ~ 13:20 çíóÉ ğ¯2íŞó­ ? 13:30 ~ 14:50  ?óÉãÁÊà ? 18:00 ~ 21:00 (õÌı­ïÇóÉãÁÊà 19:40),"ò¢ôÑ3ûÜàÊ äÌÏĞó× 6ûÜõóÏ¢,  273m",ùÛÙş¡¢çÈÙş,
6524,en,Jangsarang,https://english.visitseoul.net/restaurants/Jangsarang/ENP006520?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006520,"135-895 624-47, Sinsa-dong, Gangnam-gu, Seoul ","06023 7-4, Eonju-ro 165-gil, Gangnam-gu, Seoul ",-10460,,Daily 11:00 - 16:00 / 17:00 - 21:00 (KST),"Subway Line 3  Apgujeong Station  Exit 3,  443m",,
3418,ko,Áøµ¿µĞÈ½Áı,https://korean.visitseoul.net/restaurants/Áøµ¿È½Áı/KOP003416?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003416,137-905 ¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ Àá¿øµ¿ 36-32,06530 ¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î91±æ 18 (Àá¿øµ¿) ,02-544-2179,, 12:00 ~ 22:00 (21:00 ¶ó½ºÆ®¿À´õ) ,"ÁöÇÏÃ¶ 7È£¼±/ ½ÅºĞ´ç¼± ³íÇö¿ª 8¹ø Ãâ±¸,  159m",,Àü¾î ¸êÄ¡ ¼¼²¿½Ã
12033,zh-TW,áæè©(Songok),https://tchinese.visitseoul.net/restaurants/áæè©Songok/TCP012030?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP012030,100-094 âÏì³ã¼ñéÏ¡ÑõÓŞÚ¦ÖØ1Ê¶11 ,04526 âÏì³ã¼ñéÏ¡ÑõÓŞÚ¦ÖØ1Ê¶11 ,-3969,,"ñÎìé~ñÎ×¿ 11:00~20:00, ñÎìí 11:00~18:00 KST",ò¢ôÑ4ûÜàÊ üåúçó× 5ûÜõóÏ¢£¬370m ò¢ôÑ1/2ûÜàÊ ã¼ôæó× 7ûÜõóÏ¢£¬346m ,,ÎğØêØı
38372,ja,«ë«×«Æ«£«×¡¤«Û«ó«Ç(ûğÓŞ)ÜâïÁ,https://japanese.visitseoul.net/restaurants/«ë«×«Æ«£«×¡¤«Û«ó«ÇûğÓŞÜâïÁ/JPP038323?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP038323, «½«¦«ëã¼«Ş«İ(Ø«øİ)?«µ«ó«¹Ô×86-37 ,04067 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«ï«¦«µ«ó«í62 («µ«ó«¹Ô×) 2Í­,-2911,,êÅ~÷Ï 11:30 ~ 22:00 (KST) ìí 12:30 ~ 22:00 (KST),ò¢ù»?6?àÊ¡¸«µ«ó«¹¡¹?2ÛãõóÏ¢ª«ªé236m,,"«ß«ë«Õ«£?«æ «â«ó«Ö«é«ó \6,400 «ß«ë«Õ«£?«æ«¯«é«·«Ã«¯ \5,500 «Ş«««í?«ë \6,800"
6746,ko,ÅÒºí·¯ºñ¾î,https://korean.visitseoul.net/restaurants/ÅÒÇÃ·¯ºñ¾î/KOP006746?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006746,06236 ¼­¿ï °­³²±¸ ¿ª»ïµ¿ 736-22  ¸ŞÀÌÇÃ¶ó¿ö¸â¹ö½ººô 1Ãş ,06236 ¼­¿ïÆ¯º°½Ã °­³²±¸ Å×Çì¶õ·Î20±æ 15 (¿ª»ïµ¿) ,02-538-6665,,¿ù~Åä  16:00~24:00  ,"ÁöÇÏÃ¶ 2È£¼± ¿ª»ï¿ª 3¹ø Ãâ±¸,  256m ",,"µ¶ÀÏ½ÄÄ¡Å², ¸ğµÒ¼Ò½ÃÁö"
6749,en,Tumbler Beer,https://english.visitseoul.net/restaurants/Tumbler-Beer2/ENP006746?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006746,"06236 736-22, Yeoksam-dong, Gangnam-gu, Seoul ","06236 15, Teheran-ro 20-gil, Gangnam-gu, Seoul ",-7123,,Mon-Sat 4:00 PM-12:00 AM,"Subway Line 2  Yeoksam Station  Exit 3,  256m",,
6361,en,Seongbukdong Nurungji Baeksuk,https://english.visitseoul.net/restaurants/Seongbukdong-Nurungjibaeksuk1/ENP006357?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006357,"136-823 281-1, Seongbuk-dong, Seongbuk-gu, Seoul ","02879 9, Seongbuk-ro 31-gil, Seongbuk-gu, Seoul ",-1391,,11:30 - 21:00 (KST) (Last order at 20:00 KST),"Subway Line 4, Hansung University Station, Exit 5,  1.7km",,
37020,ja,Sayoo,https://japanese.visitseoul.net/restaurants/Sayoo/JPP037007?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP037007, «½«¦«ëã¼×£ß£?ùÓÑõÔ×682-5 ,04399 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«¤«Æ«¦«©«ó«í54«®«ë5 (ùÓÑõÔ×),-11259,https://www.instagram.com/sayoo.kr/,11:00 KST ~ 22:00 KST,ò¢ù»?6?àÊ¡¸«Ï«ó«¬«ó«¸«ó¡¹?3ÛãõóÏ¢,ùÛ?åŞ,"«Æ«£«é«ß«¹ \8,000  "
3580,zh-TW,åÛåÕ,https://tchinese.visitseoul.net/restaurants/åÛåÕEoyang/TCP003578?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003578,05545 âÏì³÷åÜ¬ã¼áæ÷çÏ¡Û»ì¿Ô× 45,05545 âÏì³ã¼áæ÷çÏ¡êĞÖÉàòÓŞÖØ14 ,-9228,http://www.a-yang.co.kr,øÁìí11:30~15:00/17:30~22:00 KST ñÎØÇ11:30~15:00/17:30~21:30 KST,"ò¢ôÑ8ûÜàÊ  ÙÓõ½÷Ïàòó×  2ûÜõóÏ¢,  137m ò¢ôÑ9ûÜàÊ  ?àòÛİ?ó×  1ûÜõóÏ¢,  101m",,ß²àØíÈíıØı
43659,en,Dosan Butchery Cheongdam Main Branch,https://english.visitseoul.net/restaurants/DosanButchery/ENP2h15qg?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP2h15qg,  ,"06018 12, Seolleung-ro 155-gil, Gangnam-gu, Seoul (1F) ",-9672,,"Mon-Fri 11:30-14:00, 15:00-01:00 KST / Sat-Sun 12:00-14:00, 15:00-01:00 KST","Subway Suin Bundang Line   Apgujeong Rodeo Station  Exit 5,  246m",,"Korean Beef Tartare and Cold Raw Fish Soup KWR18,000 / Jeju Grilled Pork Shoulder  KRW 19,000 / Grilled Jeju Skin-on Pork Belly KRW 19,000 / Jeju Grilled Pork Belly KRW 19,000"
6347,en,Namdo Mirak,https://english.visitseoul.net/restaurants/Namdo-Mirak2/ENP006347?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006347,"06578 Banpo 4(sa)-dong, Seocho-gu, Seoul 65-1","06578 150, Sapyeong-daero, Seocho-gu, Seoul ",-6575,,11:00 - 22:00 (KST),"Subway  Line 3/7/9  Express Bus Terminal Station  Exit 5,  362m",,
42471,zh-TW,[ÛİÒ´ÖÕïÁ] Elysee,https://tchinese.visitseoul.net/restaurants/ÛİÒ´ÖÕïÁ-Elysee/TCP042373?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP042373, ¼­¿ï ³ë¿ø±¸ »ó°èµ¿ 649 ,01674 âÏì³ã¼ÖÖê«Ï¡ÔÔìíÖØ1538  12 ğüùêßÂÊ« 109ûÜ(ÍÔÕòPlaza),-3589,,06:30 ~ 24:00 (KST),7ûÜàÊ Ø©Óìó×1ûÜõóÏ¢,,ÑõÍşØıøĞ¡¢?êúÑÃŞÉ?Õ¡ØıøĞÔõ
3120,zh-TW,ÑõÚ¦÷ÏÛ°,https://tchinese.visitseoul.net/restaurants/ÑõÚ¦÷ÏÛ°Òú?÷·/TCP003118?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003118, âÏì³ã¼ñéÏ¡ÑõóÚÔ×30 ,04529 âÏì³ã¼ñéÏ¡ÑõÓŞÚ¦ã¼íŞÊ¶45-3 ò¢ù»1öµ ,-7425,,10:00 ~ 22:00 (KST),"ò¢ôÑ4ûÜàÊ üåúçó× 7ûÜõóÏ¢,  303m",,
38791,zh-CN,Cafe Highwaist ìÌà¼ïÁ,https://chinese.visitseoul.net/restaurants/CafeHighwaistìÌà¼ïÁ?/CNP038783?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP038783, âÏ?ã¼?ÖØ?ÔÄ?Ô×13 ,03133 âÏ?ã¼?ÖØ?ÔÄûù?ÖØ11daÊ¶18 £¨ÔÄ?Ô×£© ,,https://instagram.com/cafe_highwaist?utm_medium=copy_link,Øßô¸ 09:00 ~ 22: 00,"ò¢?1/3/5??  ?ÖØ3Ê¶ó×  6?õóÏ¢ ,  119m",,"ØüøĞŞÉË¬ 4,700?? ÷ÁîèŞÉË¬ 5,300?? ÎåĞºÕô÷ÁîèŞÉË¬ 5,800?? ?×Í??êú?Õ¬ŞÉË¬ 5,500?? û×?ÜÔÓ±? 8,000?? ?Òı××?Ó±? 8,000?? ??Ó±? 8,300??"
8517,zh-TW,Red Marble House,https://tchinese.visitseoul.net/restaurants/Red-Marble-House-TC/TCP008486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP008486,135-514 âÏì³ã¼Ë°ÑõÏ¡æ¾ß²Ô×734 ,06224 âÏì³ã¼Ë°ÑõÏ¡ÖåúÖÖØ408 ,-4956,http://www.redmarble.co.kr/,"ÍïíÂìí 11:30 - 14:30, 17:30~22:00 ñÎ×¿  11:30~22:00","ò¢ôÑ2ûÜàÊ æ¾ß²ó× 1ûÜõóÏ¢,  449m",ùÛÙş,
7084,zh-CN,?ú­??,https://chinese.visitseoul.net/restaurants/?ú­??£¨µ¿ÇØº°°ü£©1/CNP007083?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP007083,06120 âÏ?ã¼Ë°Ñõ???Ô× 198-18,06120 âÏ?ã¼Ë°Ñõ?Ë°ÑõÓŞÖØ112Ê¶13 ,-11344,,17:00 - 22:00 (KST),9?? ãæ?? 3?õóÏ¢  ,,
6342,zh-CN,?éÚÊ« ß¾(Hanujibwi),https://chinese.visitseoul.net/restaurants/?éÚÊ«-Hanujibwi-CN/CNP006341?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006341,150-010 âÏ?÷å?ã¼çµÔôøİ?æ£ëø?Ô× 43-4,07333 âÏ?ã¼çµÔôøİ???ÑÑë×ÖØ86 ,-3228,,11:00 ~ 22:00 (KST),"ò¢? 9??/ãæ×ù? ?Ë°ó×  2?õóÏ¢,  381m",,?éÚë¿
6115,en,Lanna Thai,https://english.visitseoul.net/restaurants/Lanna-Thai3e/ENP006113?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006113,"150-889 43-4, Yeouido-dong, Yeongdeungpo-gu, Seoul ","07333 86, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul ",-8986,,"Mon-Sat 11:30-15:00, 17:00-21:30","Subway Line 9/Sillim Line  Saetgang Station  Exit 2,  381m",,
14709,zh-CN,Chai Lyn,https://chinese.visitseoul.net/restaurants/Chai-Lyn-CN/CNP014705?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP014705,135-090 âÏ?÷å?ã¼Ë°Ñõ?ß²àòÔ× 71-24,06086 âÏ?ã¼Ë°Ñõ?ß²à÷ÖØ112Ê¶10 ,-3310,,"11:30~15:00, 17:00~21:30  / ñ²ØÇ 11:30~21:30 KST","ò¢?9??   ß²à÷ñéäçó×  3?õóÏ¢,  116m",,
13155,ja,TAJ,https://japanese.visitseoul.net/restaurants/TAJ2/JPP013151?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP013151,100-021 «½«¦«ëã¼ñé?Ù¥Ô×1Ê¶1-3 ,04538 «½«¦«ëã¼«Á«å«ó(ñé)?«ß«ç«ó«É«ó«®«ë73 (Ù¥Ô×1Ê¶),-2512,https://www.instagram.com/welcometo_taj/,øÁìí 11:30~15:00¡¢17:30~22:00KST ñÎØÇ 11:30~22:00 KST,ò¢ù»?2?àÊ¡¸«¦«ë«Á«í«¤«×«¯¡¹?6ÛãõóÏ¢¡¢487m,,«¤«ó«ÉÖù×â
3806,ja,«ª«Ğ«ë«¿«ó,https://japanese.visitseoul.net/restaurants/obaltan-jp/JPP003803?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP003803,05654 «½«¦«ëã¼áæ÷ç?çüĞÖÔ× 4-13,05654 «½«¦«ëã¼«½«ó«Ñ(áæ÷ç)?«¦«£«ì«½«ó«Ç«í206 ,-414,http://www.hiobaltan.com,11:30 ~ 22:00 (KST),"ò¢ù»?5?àÊ¡¸«Ñ«ó«¤¡¹? 1ÛãõóÏ¢,  826m   ",ùÛ?åŞ,ÓŞíó?ª­¡¢÷åéÚ«ß«Î?ª­¡¢«ä«ó«Ë«ç«à«¬«ë«Ó(Ú«Üõª±«««ë«Ó)
25687,ja,?ú­ãá(Sushi Kaisin),https://japanese.visitseoul.net/restaurants/sushi-kaishin-jp/JPP025621?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP025621,135-952 «½«¦«ëã¼Ë°Ñõ??ÓÁÔ×57-3 ,06071 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«È«µ«ó«Ç«í100«®«ë12 (?ÓÁÔ×)«¦«ê«£«Ó«ë2Í­,-10290,https://www.facebook.com/SushiKaisin,18:00-22:00 (åøå³?üÏªËªèªêËÒïÁĞàªÓøÍïÁãÁÊàª¬ì¶ªÊªêªŞª¹¡£),"ò¢ù»?7?àÊ¡¸«Á«ç«ó«À«à¡¹?11ÛãõóÏ¢,  645m",,ªªªŞª«ª»
37018,ja, With Õ°«Ñ«ó,https://japanese.visitseoul.net/restaurants/«ª«Ã«Ñ«¿«ë«®«ã«ë«Ñ«ó/JPP037009?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP037009, «½«¦«ëã¼×£ß£??÷çÔ×2Ê¶71-57 À§µå´Ş°¿»§,04313 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Á«ç«ó«Ñ«í47«®«ë37 (?÷çÔ×2Ê¶),-5013,https://www.instagram.com/with_dalgyalbbang/,"øÁìí 09:00-22:30, ñÎØÇ 12:00-22:00 (KST)","ò¢ù»?4?àÊ¡¸«¹«¯«Ç«¤«×«¯(â×Ù¥Ò³í­ÓŞ?)¡¹? 9ÛãõóÏ¢, 495m",,
